Name,Study Type,Fault No,Initial pos seq iq (pu),Initial neg seq iq (pu),Initial V (pu),Last iq (pu),Last V (pu),Last Saturation Point Current (pu),Saturated,Grouped By,Delta iq pos seq (pu),Delta iq neg seq (pu),ABS(Delta neq2pos seq iq),Delta V (pu),Excluded By Voltage Range,Last pos seq iq (pu),Included By Voltage Range
DMAT-CRG_BalancedFaults_024_FL804_X2R3_P-0.05_Q0.3_V1.015,Faults,1,0.105457529181262,,1.015065810688007,,0.6892928864446786,1.2349217016115184,True,,1.1262260868514897,,,-0.3257729242433285,,1.2316836160327518,True
DMAT-CRG_BalancedFaults_025_FL2261.54_X2R14_P-1_Q0_V1.015,Faults,1,-0.0001301565612491216,,1.0151386802887499,,0.7423274302456638,1.5329000338148433,True,,0.8570432203222204,,,-0.27281125004308604,,0.8569130637609712,True
DMAT-CRG_BalancedFaults_026_FL2261.54_X2R14_P-1_Q-0.3_V1.015,Faults,1,-0.10669688152264394,,1.0151980478727145,,0.7439431336990399,1.4782302711052209,True,,0.872526087846428,,,-0.27125491417367464,,0.7658292063237842,True
DMAT-CRG_BalancedFaults_027_FL2261.54_X2R14_P-1_Q0.3_V1.015,Faults,1,0.10620646643246108,,1.0152392022821117,,0.7408808490321764,1.5874692506511991,True,,0.8412353137397117,,,-0.2743583532499353,,0.9474417801721728,True
DMAT-CRG_BalancedFaults_028_FL804_X2R14_P-1_Q0_V1.015,Faults,1,0.005564077268799174,,1.0146067489362585,,0.8033354995610281,1.349062228437515,True,,0.6643461687548439,,,-0.21127124937523034,,0.669910246023643,True
DMAT-CRG_BalancedFaults_029_FL804_X2R3_P-1_Q-0.3_V1.015,Faults,1,-0.10747173423932017,,1.0147451623128814,,0.7806121254805745,1.3580975622470814,True,,0.7396729214589274,,,-0.2341330368323069,,0.6322011872196072,True
DMAT-CRG_BalancedFaults_030_FL804_X2R3_P-1_Q0.3_V1.015,Faults,1,0.10760967149679243,,1.01499271717502,,0.772435273009027,1.4871259640148224,True,,0.7447059807711278,,,-0.2425574441659929,,0.8523156522679203,True
DMAT-CRG_BalancedFaults_031_FL2261.54_X2R14_P-0.05_Q0_V1.015,Faults,1,-0.0017593348440542755,,1.0149078124358362,,0.7537800823159448,0.9153305372025787,False,,0.9144784028542313,,,-0.2611277301198913,,0.912719068010177,True
DMAT-CRG_BalancedFaults_032_FL2261.54_X2R14_P-0.05_Q-0.3_V1.015,Faults,1,-0.1064093503162263,,1.0148018063961644,,0.7550238215434464,0.8247971728417594,False,,0.9283664194492358,,,-0.25977798485271797,,0.8219570691330095,True
DMAT-CRG_BalancedFaults_033_FL2261.54_X2R14_P-0.05_Q0.3_V1.015,Faults,1,0.10581392303368234,,1.0152570752322239,,0.752794683306306,1.0081572696550885,True,,0.8998728167394938,,,-0.2624623919259179,,1.0056867397731761,True
DMAT-CRG_BalancedFaults_034_FL804_X2R14_P-0.05_Q0_V1.015,Faults,1,-0.001658895976061785,,1.0152067651224133,,0.8162014413467568,0.5906714965961549,False,,0.5889691962937843,,,-0.1990053237756565,,0.5873103003177225,True
DMAT-CRG_BalancedFaults_035_FL804_X2R3_P-0.05_Q-0.3_V1.015,Faults,1,-0.10736430895782359,,1.0147901698542534,,0.8152525068867602,0.5276342902127175,False,,0.6310470530128824,,,-0.1995376629674932,,0.5236827440550589,True
DMAT-CRG_BalancedFaults_036_FL804_X2R3_P-0.05_Q0.3_V1.015,Faults,1,0.10677418421899305,,1.0153650245486392,,0.8031110970112593,0.6924382251516981,False,,0.5817362447792733,,,-0.21225392753737993,,0.6885104289982664,True
DMAT-CRG_UnbalancedFaults_037p1_FL2680_X2R14_P-1_Q0_V1.015,Faults,1,0.005610513881628701,,1.0146131423290692,,0.371895742511339,2.7701486217127353,True,,0.8187073161424508,,,-0.6427173998177302,,0.8243178300240795,True
