Name,Iq Settling Time (sec),Iq Rise Time (sec),Ppoc Recovery Time (sec),Enters FRT
CSR_5255_CSRUnbalancedFaults_029_FL5591_X2R12.04_P0.05_Q-1_V1.06,0.038750000000077556,0.012500000000025047,0.10200000000020282,True
CSR_5255_CSRUnbalancedFaults_030_FL5591_X2R12.04_P0.05_Q1_V1.06,0.0500000000000993,0.010000000000020215,0.14975000000029937,True
CSR_5255_CSRUnbalancedFaults_031_FL5591_X2R12.04_P-1_Q0_V1.06,0.04375000000008722,0.010000000000020215,0.0,True
CSR_5255_CSRUnbalancedFaults_032_FL5591_X2R12.04_P-1_Q-1_V1.06,0.038750000000077556,0.01125000000002263,0.0,True
CSR_5255_CSRUnbalancedFaults_033_FL5591_X2R12.04_P-1_Q1_V1.06,0.07250000000014456,0.010000000000020215,0.0,True
CSR_5255_CSRUnbalancedFaults_034_FL5591_X2R12.04_P-0.05_Q0_V1.06,0.04875000000009688,0.01125000000002263,0.0,True
CSR_5255_CSRUnbalancedFaults_035_FL5591_X2R12.04_P-0.05_Q-1_V1.06,0.038750000000077556,0.012500000000025047,0.0,True
CSR_5255_CSRUnbalancedFaults_036_FL5591_X2R12.04_P-0.05_Q1_V1.06,0.0512500000001026,0.010000000000020215,0.0,True
CSR_5255_CSRUnbalancedFaults_037_FL3185_X2R11.24_P1_Q0_V1.06,0.03125000000006217,0.013750000000027462,0.14025000000028065,True
CSR_5255_CSRUnbalancedFaults_038_FL3185_X2R11.24_P1_Q-1_V1.06,0.03250000000006459,0.015000000000029878,0.14000000000027946,True
CSR_5255_CSRUnbalancedFaults_039_FL3185_X2R11.24_P1_Q1_V1.06,0.03750000000007514,0.012500000000025047,0.14175000000028426,True
CSR_5255_CSRUnbalancedFaults_040_FL3185_X2R11.24_P0.05_Q0_V1.06,0.04750000000009447,0.01125000000002263,0.20125000000040316,True
CSR_5255_CSRUnbalancedFaults_041_FL3185_X2R11.24_P0.05_Q-1_V1.06,0.03750000000007514,0.012500000000025047,0.1782500000003573,True
CSR_5255_CSRUnbalancedFaults_042_FL3185_X2R11.24_P0.05_Q1_V1.06,0.0512500000001026,0.010000000000020215,0.07750000000015511,True
CSR_5255_CSRUnbalancedFaults_043_FL3185_X2R11.24_P-1_Q0_V1.06,0.04375000000008722,0.01125000000002263,0.0,True
CSR_5255_CSRUnbalancedFaults_044_FL3185_X2R11.24_P-1_Q-1_V1.06,0.03750000000007514,0.012500000000025047,0.0,True
CSR_5255_CSRUnbalancedFaults_045_FL3185_X2R11.24_P-1_Q1_V1.06,0.07375000000014698,0.008750000000017799,0.0,True
CSR_5255_CSRUnbalancedFaults_046_FL3185_X2R11.24_P-0.05_Q0_V1.06,0.04750000000009447,0.012500000000025047,0.0,True
CSR_5255_CSRUnbalancedFaults_047_FL3185_X2R11.24_P-0.05_Q-1_V1.06,0.03750000000007514,0.012500000000025047,0.0,True
CSR_5255_CSRUnbalancedFaults_048_FL3185_X2R11.24_P-0.05_Q1_V1.06,0.0500000000000993,0.010000000000020215,0.0,True
CSR_5255_CSRUnbalancedFaults_049_FL5591_X2R12.04_P1_Q0_V1.06,0.0500000000000993,0.01125000000002263,0.137000000000274,True
CSR_5255_CSRUnbalancedFaults_050_FL5591_X2R12.04_P1_Q-1_V1.06,0.033750000000067004,0.013750000000027462,0.1367500000002746,True
CSR_5255_CSRUnbalancedFaults_051_FL5591_X2R12.04_P1_Q1_V1.06,0.05500000000010985,0.012500000000025047,0.138000000000277,True
CSR_5255_CSRUnbalancedFaults_052_FL5591_X2R12.04_P0.05_Q0_V1.06,0.05500000000010985,0.013750000000027462,0.20250000000040558,True
CSR_5255_CSRUnbalancedFaults_053_FL5591_X2R12.04_P0.05_Q-1_V1.06,0.033750000000067004,0.013750000000027462,0.09475000000018952,True
CSR_5255_CSRUnbalancedFaults_054_FL5591_X2R12.04_P0.05_Q1_V1.06,0.05750000000011468,0.01125000000002263,0.056750000000113765,True
CSR_5255_CSRUnbalancedFaults_055_FL5591_X2R12.04_P-1_Q0_V1.06,0.22375000000044754,0.0037500000000072475,0.0,False
CSR_5255_CSRUnbalancedFaults_056_FL5591_X2R12.04_P-1_Q-1_V1.06,0.09875000000019707,0.0037500000000072475,0.0,False
CSR_5255_CSRUnbalancedFaults_057_FL5591_X2R12.04_P-1_Q1_V1.06,0.3887500000007771,0.005000000000009663,0.0,False
CSR_5255_CSRUnbalancedFaults_058_FL5591_X2R12.04_P-0.05_Q0_V1.06,0.3062500000006123,0.0025000000000048317,0.0,False
CSR_5255_CSRUnbalancedFaults_059_FL5591_X2R12.04_P-0.05_Q-1_V1.06,0.25000000000050004,0.0037500000000072475,0.0,False
CSR_5255_CSRUnbalancedFaults_060_FL5591_X2R12.04_P-0.05_Q1_V1.06,0.3800000000007593,0.0025000000000048317,0.0,False
CSR_5255_CSRUnbalancedFaults_061_FL3185_X2R11.24_P1_Q0_V1.06,0.14625000000029242,0.010000000000020215,0.0342500000000685,False
CSR_5255_CSRUnbalancedFaults_062_FL3185_X2R11.24_P1_Q-1_V1.06,0.1775000000003546,0.0037500000000072475,0.025000000000050093,False
CSR_5255_CSRUnbalancedFaults_063_FL3185_X2R11.24_P1_Q1_V1.06,0.38500000000076984,0.008750000000017799,0.14025000000028065,False
CSR_5255_CSRUnbalancedFaults_064_FL3185_X2R11.24_P0.05_Q0_V1.06,0.30250000000060506,0.0037500000000072475,0.0,False
CSR_5255_CSRUnbalancedFaults_065_FL3185_X2R11.24_P0.05_Q-1_V1.06,0.22625000000045237,0.0037500000000072475,0.0,False
CSR_5255_CSRUnbalancedFaults_066_FL3185_X2R11.24_P0.05_Q1_V1.06,0.37875000000075687,0.0025000000000048317,0.0,False
CSR_5255_CSRUnbalancedFaults_067_FL3185_X2R11.24_P-1_Q0_V1.06,0.22125000000044182,0.0037500000000072475,0.0,False
CSR_5255_CSRUnbalancedFaults_068_FL3185_X2R11.24_P-1_Q-1_V1.06,0.23000000000045961,0.0037500000000072475,0.0,False
CSR_5255_CSRUnbalancedFaults_069_FL3185_X2R11.24_P-1_Q1_V1.06,0.06625000000013248,0.0050000000000105516,0.0,True
CSR_5255_CSRUnbalancedFaults_070_FL3185_X2R11.24_P-0.05_Q0_V1.06,0.05500000000010985,0.012500000000025047,0.0,True
CSR_5255_CSRUnbalancedFaults_071_FL3185_X2R11.24_P-0.05_Q-1_V1.06,0.038750000000077556,0.013750000000027462,0.0,True
CSR_5255_CSRUnbalancedFaults_072_FL3185_X2R11.24_P-0.05_Q1_V1.06,0.05750000000011468,0.01125000000002263,0.0002500000000011937,True
CSR_5255_CSRUnbalancedFaults_073_FL5591_X2R12.04_P1_Q0_V1.06,0.0500000000000993,0.01125000000002263,0.137000000000274,True
CSR_5255_CSRUnbalancedFaults_074_FL5591_X2R12.04_P1_Q-1_V1.06,0.033750000000067004,0.013750000000027462,0.1367500000002746,True
CSR_5255_CSRUnbalancedFaults_075_FL5591_X2R12.04_P1_Q1_V1.06,0.05500000000010985,0.012500000000025047,0.138000000000277,True
CSR_5255_CSRUnbalancedFaults_076_FL5591_X2R12.04_P0.05_Q0_V1.06,0.05500000000010985,0.013750000000027462,0.20250000000040558,True
CSR_5255_CSRUnbalancedFaults_077_FL5591_X2R12.04_P0.05_Q-1_V1.06,0.033750000000067004,0.013750000000027462,0.09475000000018952,True
CSR_5255_CSRUnbalancedFaults_078_FL5591_X2R12.04_P0.05_Q1_V1.06,0.05750000000011468,0.01125000000002263,0.056750000000113765,True
CSR_5255_CSRUnbalancedFaults_079_FL5591_X2R12.04_P-1_Q0_V1.06,0.0512500000001026,0.01125000000002263,0.0,True
CSR_5255_CSRUnbalancedFaults_080_FL5591_X2R12.04_P-1_Q-1_V1.06,0.04000000000007997,0.012500000000025047,0.0,True
CSR_5255_CSRUnbalancedFaults_081_FL5591_X2R12.04_P-1_Q1_V1.06,0.06500000000013006,0.006250000000012967,0.0,True
CSR_5255_CSRUnbalancedFaults_082_FL5591_X2R12.04_P-0.05_Q0_V1.06,0.05750000000011468,0.012500000000025047,0.0007500000000018048,True
CSR_5255_CSRUnbalancedFaults_083_FL5591_X2R12.04_P-0.05_Q-1_V1.06,0.033750000000067004,0.013750000000027462,0.0005000000000014992,True
CSR_5255_CSRUnbalancedFaults_084_FL5591_X2R12.04_P-0.05_Q1_V1.06,0.05750000000011468,0.012500000000025047,0.0010000000000021103,True
CSR_5255_CSRUnbalancedFaults_085_FL3185_X2R11.24_P1_Q0_V1.06,0.14625000000029242,0.010000000000020215,0.0342500000000685,False
CSR_5255_CSRUnbalancedFaults_086_FL3185_X2R11.24_P1_Q-1_V1.06,0.1775000000003546,0.0037500000000072475,0.025000000000050093,False
CSR_5255_CSRUnbalancedFaults_087_FL3185_X2R11.24_P1_Q1_V1.06,0.38500000000076984,0.008750000000017799,0.14025000000028065,False
CSR_5255_CSRUnbalancedFaults_088_FL3185_X2R11.24_P0.05_Q0_V1.06,0.30250000000060506,0.0037500000000072475,0.0,False
CSR_5255_CSRUnbalancedFaults_089_FL3185_X2R11.24_P0.05_Q-1_V1.06,0.22625000000045237,0.0037500000000072475,0.0,False
CSR_5255_CSRUnbalancedFaults_090_FL3185_X2R11.24_P0.05_Q1_V1.06,0.37875000000075687,0.0025000000000048317,0.0,False
