Name,Study Type,Fault No,Initial pos seq iq (pu),Initial neg seq iq (pu),Initial V (pu),Last iq (pu),Last V (pu),Last Saturation Point Current (pu),Saturated,Grouped By,Delta iq pos seq (pu),Delta iq neg seq (pu),ABS(Delta neq2pos seq iq),Delta V (pu),Voltage threshold,Delta V (from threshold),diq over dv,Last pos seq iq (pu),fromthresh,Included By Voltage Range
Test 37,Faults,1,0.10070655804506431,,1.0058871743383146,,0.4641542584406899,1.2371364461758962,True,,0.9107479955576063,,,-0.5417329158976247,1,0.5358457415593101,1.6996458587266765,1.0114545536026707,0.5358457415593101,True
Test 38,Faults,1,-0.15899763769781142,,0.9909322125222981,,0.4826054260978063,1.2970085898894657,True,,1.170058119817069,,,-0.5083267864244918,1,0.5173945739021937,2.2614425794852893,1.0110604821192575,0.5173945739021937,True
Test 39,Faults,1,0.3705700657706284,,1.0498984371243185,,0.452779715700447,1.210165197297259,True,,0.6416954934062,,,-0.5971187214238716,1,0.547220284299553,1.172645663578747,1.0122655591768284,0.547220284299553,True
Test 40,Faults,1,-0.011386145736697077,,0.9946121201549125,,0.46767582968927157,1.251924070169249,True,,1.0230053719871184,,,-0.5269362904656409,1,0.5323241703107284,1.921771411187227,1.0116192262504213,0.5323241703107284,True
Test 41,Faults,1,-0.2643118837718984,,0.9825261390732274,,0.4864911666031669,1.3129162694900296,True,,1.2755409100609993,,,-0.4960349724700605,1,0.5135088333968332,2.483970726702723,1.011229026289101,0.5135088333968332,True
Test 42,Faults,1,0.26381433501417184,,1.0271466886009515,,0.45337496132157584,1.2102527268945915,True,,0.7487926621837683,,,-0.5737717272793756,1,0.5466250386784242,1.3698469868744487,1.0126069971979401,0.5466250386784242,True
Test 43,Faults,1,0.09988625690086404,,0.9988192540663172,,0.46954155004141396,1.2523807782227174,True,,0.9121395604609344,,,-0.5292777040249033,1,0.530458449958586,1.7195306447322065,1.0120258173617984,0.530458449958586,True
Test 44,Faults,1,-0.16013725327549838,,0.9723276093057852,,0.48524196156565214,1.2983408560981469,True,,1.1724187736798646,,,-0.4870856477401331,1,0.5147580384343479,2.2776113943665877,1.0122815204043663,0.5147580384343479,True
Test 45,Faults,1,0.3768901648940697,,1.031901848174027,,0.4551803013715816,1.210623451066479,True,,0.6359650814899036,,,-0.5767215468024454,1,0.5448196986284184,1.167294580373917,1.0128552463839733,0.5448196986284184,True
Test 46,Faults,1,-0.011104155378436176,,0.9936796343887683,,0.4678144464293433,1.2520300363620207,True,,1.0229333476699594,,,-0.5258651879594249,1,0.5321855535706568,1.922136632245406,1.0118291922915232,0.5321855535706568,True
Test 47,Faults,1,-0.2646434595807379,,0.9815506965713602,,0.4866909919125461,1.3131010471515125,True,,1.2761037428893853,,,-0.49485970465881407,1,0.5133090080874538,2.4860341875628493,1.0114602833086475,0.5133090080874538,True
Test 48,Faults,1,0.2640249752306556,,1.0262178894877008,,0.4534553331820082,1.2103090637793221,True,,0.7484140393492857,,,-0.5727625563056926,1,0.5465446668179919,1.3693556717085662,1.0124390145799413,0.5465446668179919,True
Test 49,Faults,1,0.1006473406586703,,1.0056820844324599,,0.6618946593918121,1.2401979167659989,True,,0.9109761709487172,,,-0.34378742504064774,1,0.33810534060818787,2.694356052791247,1.0116235116073875,0.33810534060818787,True
Test 50,Faults,1,-0.15900882869693547,,0.9906747007136179,,0.6909289503950279,1.2994467682143427,True,,1.1697753031355291,,,-0.29974575031858997,1,0.3090710496049721,3.7848103361043837,1.0107664744385936,0.3090710496049721,True
Test 51,Faults,1,0.3710353171366122,,1.0498059923820096,,0.6449268950880735,1.212618062352157,True,,0.6409645004148209,,,-0.404879097293936,1,0.35507310491192645,1.8051620681713079,1.011999817551433,0.35507310491192645,True
Test 52,Faults,1,-0.011595479717481833,,0.9945786945106757,,0.6680905226153837,1.254206518070588,True,,1.0228551238387067,,,-0.326488171895292,1,0.3319094773846163,3.0817291868210903,1.011259644121225,0.3319094773846163,True
Test 53,Faults,1,-0.26436163811258107,,0.9825049729094623,,0.697859253112203,1.3151221639638142,True,,1.275105439396417,,,-0.2846457197972593,1,0.302140746887797,4.220236603406359,1.010743801283836,0.302140746887797,True
Test 54,Faults,1,0.2637289315945565,,1.027253046066502,,0.6459585591360901,1.2123124565591765,True,,0.7482271120116921,,,-0.3812944869304118,1,0.3540414408639099,2.113388506684175,1.0119560436062487,0.3540414408639099,True
Test 55,Faults,1,0.09973561122359123,,0.9987898857605432,,0.6699891314433938,1.2540967010976474,True,,0.9116038763606744,,,-0.3288007543171494,1,0.3300108685566062,2.7623450110835015,1.0113394875842656,0.3300108685566062,True
Test 56,Faults,1,-0.1607627141332048,,0.9722735621577386,,0.6939005895315962,1.299380312351582,True,,1.1714959548092347,,,-0.27837297262614247,1,0.30609941046840383,3.827174815582204,1.0107332406760299,0.30609941046840383,True
Test 57,Faults,1,0.37680750680781167,,1.032003313129854,,0.6479729822092081,1.2130327001612637,True,,0.6356394411425901,,,-0.384030330920646,1,0.35202701779079193,1.8056552736538753,1.0124469479504017,0.35202701779079193,True
Test 58,Faults,1,-0.011302146520482462,,0.9936712277113421,,0.6682467888989432,1.2542499680748456,True,,1.0226739374493474,,,-0.3254244388123989,1,0.3317532111010568,3.0826346308908104,1.0113717909288649,0.3317532111010568,True
Test 59,Faults,1,-0.26494439290351074,,0.9815328542738072,,0.6980486109270194,1.3149770450560951,True,,1.2757067912658153,,,-0.2834842433467878,1,0.3019513890729806,4.224874722988877,1.0107623983623046,0.3019513890729806,True
Test 60,Faults,1,0.2639923168237524,,1.0263252502164488,,0.6460870303705865,1.2122808347481808,True,,0.7479223035347997,,,-0.38023821984586237,1,0.35391296962941354,2.113294419014816,1.011914620358552,0.35391296962941354,True
Test 61,Faults,1,0.1007108384936361,,1.0058861783620707,,0.6812340871830825,1.240193770653131,True,,0.9106278633542606,,,-0.3246520911789882,1,0.31876591281691746,2.856729112931463,1.0113387018478968,0.31876591281691746,True
Test 62,Faults,1,-0.1589946455325448,,0.9909335054109326,,0.7179419536446929,1.2998944333329934,True,,1.1697074381251267,,,-0.2729915517662397,1,0.28205804635530707,4.147045096709109,1.0107127925925818,0.28205804635530707,True
Test 63,Faults,1,0.3705686145082793,,1.0498973274269654,,0.6582254284445784,1.2124978486017097,True,,0.6411816563917028,,,-0.39167189898238697,1,0.34177457155542157,1.8760367498192587,1.0117502708999822,0.34177457155542157,True
Test 64,Faults,1,-0.01139210472915815,,0.9946120508435228,,0.6882927136976222,1.2544052710256077,True,,1.0223602640770733,,,-0.30631933714590054,1,0.31170728630237776,3.279872845466027,1.0109681593479152,0.31170728630237776,True
Test 65,Faults,1,-0.2643126496059318,,0.982526493430235,,0.7258049292314978,1.3155017395213706,True,,1.2748507815810137,,,-0.25672156419873726,1,0.27419507076850225,4.649429977015693,1.010538131975082,0.27419507076850225,True
Test 66,Faults,1,0.26382022925772136,,1.0271472701153899,,0.6595943503133008,1.2125971756494889,True,,0.7479045992471343,,,-0.36755291980208904,1,0.3404056496866992,2.197098079704279,1.0117248285048557,0.3404056496866992,True
Test 67,Faults,1,0.09987990321555495,,0.9988197509757597,,0.6925114697693616,1.254890770105117,True,,0.9117123413056717,,,-0.3063082812063981,1,0.3074885302306384,2.965028778868019,1.0115922445212266,0.3074885302306384,True
Test 68,Faults,1,-0.16013905130720862,,0.9723275729643981,,0.7235185315407012,1.3003111325656505,True,,1.1714684043581083,,,-0.24880904142369686,1,0.2764814684592988,4.237059398180105,1.0113293530508998,0.2764814684592988,True
Test 69,Faults,1,0.37687759328630926,,1.0318993099108547,,0.6638861977112757,1.212977701789039,True,,0.6355252040508423,,,-0.368013112199579,1,0.33611380228872434,1.8908036496071092,1.0124027973371517,0.33611380228872434,True
Test 70,Faults,1,-0.011100477663024334,,0.993678988059391,,0.6885226198319542,1.2543770015275781,True,,1.021981959426833,,,-0.30515636822743686,1,0.3114773801680458,3.2810792195422382,1.0108814817638085,0.3114773801680458,True
Test 71,Faults,1,-0.26464552780194006,,0.9815509624360912,,0.7261497256287471,1.3156751423508852,True,,1.275340303299985,,,-0.25540123680734406,1,0.27385027437125287,4.657071482685586,1.010694775498045,0.27385027437125287,True
Test 72,Faults,1,0.2640232760103854,,1.0262173996985848,,0.6598733870331823,1.212334336160191,True,,0.7476894750492264,,,-0.3663440126654025,1,0.3401266129668177,2.198268075900812,1.0117127510596118,0.3401266129668177,True
Test 73,Faults,1,0.10064314923497969,,1.0056809376537543,,0.8919292692254968,1.2558726022174698,True,,0.6663642305961708,,,-0.11375166842825757,1,0.10807073077450324,6.166000968260167,0.7670073798311505,0.10807073077450324,True
Test 74,Faults,1,-0.1590137238152451,,0.9906752381484574,,0.8731820846128514,1.1685646784452932,True,,0.698112129022598,,,-0.11749315353560597,1,0.1268179153871486,5.504838388893301,0.539098405207353,0.1268179153871486,True
Test 75,Faults,1,0.3710321463018493,,1.0498048205870114,,0.9429607386657519,1.209197100220709,True,,0.6198550329938373,,,-0.10684408192125949,1,0.05703926133424808,10.867164449439631,0.9908871792956865,0.05703926133424808,True
Test 76,Faults,1,-0.01159465349590618,,0.9945791471931869,,0.8836917629170254,0.8158420468902446,False,,0.6627371194214985,,,-0.1108873842761614,1,0.11630823708297455,5.698109919323258,0.6511424659255923,0.11630823708297455,True
Test 77,Faults,1,-0.2643671103387858,,0.9825045811005834,,0.8663208051477612,0.5568477337861844,False,,0.6843876754082152,,,-0.11618377595282214,1,0.13367919485223878,5.119627449616955,0.4200205650694295,0.13367919485223878,True
Test 78,Faults,1,0.2637280869145374,,1.0272535464778267,,0.9193823687594158,1.0951011389756562,True,,0.6424342238592059,,,-0.10787117771841093,1,0.08061763124058419,7.9689047417185135,0.9061623107737433,0.08061763124058419,True
Test 79,Faults,1,0.09972668136003963,,0.9987899050566416,,0.8884164702076495,1.2331708584021108,True,,0.6837883780563151,,,-0.11037343484899209,1,0.11158352979235053,6.128040395646198,0.7835150594163547,0.11158352979235053,True
Test 80,Faults,1,-0.16075908576335796,,0.9722743269932588,,0.8514586297330741,1.1820463220961235,True,,0.714435215208168,,,-0.1208156972601847,1,0.14854137026692593,4.809671635076087,0.55367612944481,0.14854137026692593,True
Test 81,Faults,1,0.3767980514459706,,1.0320053528376676,,0.931313799180142,1.2143553598241765,True,,0.6005273869394239,,,-0.10069155365752558,1,0.06868620081985799,8.743057262905191,0.9773254383853944,0.06868620081985799,True
Test 82,Faults,1,-0.011299695854811945,,0.9936716765549279,,0.882601321622333,0.8172113860100396,False,,0.6635074907111526,,,-0.11107035493259498,1,0.11739867837766704,5.651745827807996,0.6522077948563406,0.11739867837766704,True
Test 83,Faults,1,-0.264948837896554,,0.9815319713396908,,0.8651586193031586,0.55685421544393,False,,0.6851255670941581,,,-0.11637335203653221,1,0.13484138069684137,5.080974130890125,0.420176729197604,0.13484138069684137,True
Test 84,Faults,1,0.26399377622816284,,1.0263256324182284,,0.9188944471402087,1.0935769553735164,True,,0.643830177253707,,,-0.10743118527801965,1,0.08110555285979126,7.938176296840102,0.9078239534818697,0.08110555285979126,True
Test 85,Faults,1,0.10070765754235136,,1.0058871410696157,,0.8996602975077713,1.2319880004981292,True,,0.6232764946032265,,,-0.10622684356184442,1,0.10033970249222868,6.211663769398752,0.7239841521455779,0.10033970249222868,True
Test 86,Faults,1,-0.15899887354628767,,0.9909328456564536,,0.8817807159647502,1.1269137467406243,True,,0.6483681158486652,,,-0.1091521296917034,1,0.11821928403524984,5.48445307497666,0.48936924230237755,0.11821928403524984,True
Test 87,Faults,1,0.37056841314577293,,1.04989889506079,,0.9503672369696602,1.2140620696394293,True,,0.5761610618086996,,,-0.09953165809112974,1,0.04963276303033981,11.60848251499721,0.9467294749544726,0.04963276303033981,True
Test 88,Faults,1,-0.011382642935208201,,0.9946129047475084,,0.8916409349380394,0.7581875072562118,False,,0.615575487247926,,,-0.10297196980946899,1,0.10835906506196058,5.680885922150907,0.6041928443127178,0.10835906506196058,True
Test 89,Faults,1,-0.2643078764931275,,0.9825271283326178,,0.8752995143112982,0.4893629083756553,False,,0.6318481498505264,,,-0.10722761402131964,1,0.12470048568870185,5.066926133935445,0.36754027335739886,0.12470048568870185,True
Test 90,Faults,1,0.2638226829093179,,1.0271472726966833,,0.9271201200768086,1.0460883458605081,True,,0.6033697150768325,,,-0.10002715261987472,1,0.07287987992319145,8.278961432328476,0.8671923979861503,0.07287987992319145,True
Test 91,Faults,1,0.09989207431091351,,0.9988202779203452,,0.891132420565062,1.259258154358815,True,,0.6502634896236058,,,-0.10768785735528319,1,0.10886757943493797,5.972976463688346,0.7501555639345193,0.10886757943493797,True
Test 92,Faults,1,-0.16013187154794678,,0.9723280718808728,,0.8597128974816762,1.1433638813435447,True,,0.6675334023904742,,,-0.11261517439919655,1,0.14028710251832377,4.75833765476255,0.5074015308425274,0.14028710251832377,True
Test 93,Faults,1,0.3768785959285966,,1.0319017552011238,,0.9376814849825672,1.215081888839163,True,,0.5681934536865638,,,-0.09422027021855661,1,0.062318515017432796,9.117570492936474,0.9450720496151604,0.062318515017432796,True
Test 94,Faults,1,-0.011105738607248056,,0.9936790194440012,,0.8905037295060525,0.7597799606806858,False,,0.6164899718740394,,,-0.10317528993794867,1,0.1094962704939475,5.630237167832273,0.6053842332667914,0.1094962704939475,True
Test 95,Faults,1,-0.2646387415827936,,0.9815515322319304,,0.8741203193516122,0.4899084208019409,False,,0.632688362967393,,,-0.1074312128803182,1,0.12587968064838784,5.026135748903299,0.3680496213845994,0.12587968064838784,True
Test 96,Faults,1,0.264023881471864,,1.0262177791883436,,0.925955439503958,1.0476153341104386,True,,0.6044059827584884,,,-0.10026233968438558,1,0.07404456049604202,8.162733071942487,0.8684298642303524,0.07404456049604202,True
Test 1,Faults,1,0.10064602727762217,,1.0056825894526853,,0.5252872940958346,2.4102766541948015,True,,0.7021642186325651,,,-0.48039529535685066,1,0.47471270590416537,1.4791350850725227,0.8028102459101872,0.47471270590416537,True
Test 2,Faults,1,-0.15901583244503184,,0.9906748772381838,,0.5340244038474885,2.623266861855311,True,,0.929715282314497,,,-0.4566504733906953,1,0.4659755961525115,1.9952016586083314,0.7706994498694651,0.4659755961525115,True
Test 3,Faults,1,0.3710344443492409,,1.0498061540458956,,0.5230079332853665,2.3051204383951633,True,,0.46134856882832204,,,-0.5267982207605291,1,0.47699206671463346,0.9672038614938425,0.8323830131775629,0.47699206671463346,True
Test 4,Faults,1,-0.011595900934243267,,0.9945785070558837,,0.5253822791815607,2.454991492682036,True,,0.802314317310346,,,-0.469196227874323,1,0.47461772081843934,1.6904432390910746,0.7907184163761027,0.47461772081843934,True
Test 5,Faults,1,-0.26435572486004955,,0.9825043169349613,,0.5340418863558439,2.674138700101897,True,,1.0221889394629027,,,-0.4484624305791174,1,0.46595811364415607,2.1937356803781944,0.7578332146028531,0.46595811364415607,True
Test 6,Faults,1,0.26373075859689793,,1.0272533758302955,,0.5203425875552282,2.3041063453672717,True,,0.5581612525747373,,,-0.5069107882750673,1,0.4796574124447718,1.1636664796439573,0.8218920111716351,0.4796574124447718,True
Test 7,Faults,1,0.09973768420069269,,0.998789949507375,,0.5284793944191564,2.4662977759060434,True,,0.6947802023692768,,,-0.4703105550882186,1,0.47152060558084363,1.4734885265796824,0.7945178865699696,0.47152060558084363,True
Test 8,Faults,1,-0.16076608226993772,,0.9722736073760305,,0.533221688381254,2.6330550438644025,True,,0.9212015344560781,,,-0.43905191899477647,1,0.46677831161874594,1.973531142142043,0.7604354521861404,0.46677831161874594,True
Test 9,Faults,1,0.37681412955588944,,1.032005740353996,,0.5232247396345988,2.314838229656896,True,,0.4484587056328302,,,-0.5087810007193971,1,0.4767752603654012,0.9406081710052046,0.8252728351887196,0.4767752603654012,True
Test 10,Faults,1,-0.011298229874148793,,0.9936713107711783,,0.5253710098652257,2.4553831901904575,True,,0.8016744108080923,,,-0.46830030090595265,1,0.47462899013477433,1.6890548775380347,0.7903761809339436,0.47462899013477433,True
Test 11,Faults,1,-0.26494253679155855,,0.9815328505134491,,0.5339942114262499,2.6748194787917927,True,,1.0221245741934477,,,-0.44753863908719915,1,0.4660057885737501,2.193373128092992,0.7571820374018892,0.4660057885737501,True
Test 12,Faults,1,0.2639999198460686,,1.0263266072048844,,0.5204205495281171,2.3046576412547597,True,,0.5578491086192849,,,-0.5059060576767673,1,0.4795794504718829,1.163204778833598,0.8218490284653536,0.4795794504718829,True
Test 13,Faults,1,0.10071128758361972,,1.0058877170421117,,0.5103613575590398,2.306748230399242,True,,0.7171283167669348,,,-0.4955263594830719,1,0.4896386424409602,1.46460727280814,0.8178396043505545,0.4896386424409602,True
Test 14,Faults,1,-0.15899932153654994,,0.9909330397117334,,0.5197207919405062,2.5141882080014115,True,,0.9461159899514892,,,-0.47121224777122717,1,0.48027920805949376,1.9699291038938556,0.7871166684149392,0.48027920805949376,True
Test 15,Faults,1,0.3705593753036741,,1.049896400622174,,0.5062112171535176,2.1968189852079854,True,,0.47602720272281007,,,-0.5436851834686565,1,0.4937887828464824,0.9640300048508911,0.8465865780264842,0.4937887828464824,True
Test 16,Faults,1,-0.011387163126532766,,0.9946123743013064,,0.5099715814423613,2.3458954849496667,True,,0.8177923841625432,,,-0.4846407928589451,1,0.4900284185576387,1.6688672599227057,0.8064052210360104,0.4900284185576387,True
Test 17,Faults,1,-0.2643132569431416,,0.982527206691394,,0.5191599773626341,2.5582080167193593,True,,1.0394322473820146,,,-0.46336722932875996,1,0.4808400226373659,2.1617007704159454,0.775118990438873,0.4808400226373659,True
Test 18,Faults,1,0.263820563354469,,1.0271475913645933,,0.5036106674129363,2.195096358882083,True,,0.5727506244395805,,,-0.5235369239516571,1,0.49638933258706375,1.1538334666753207,0.8365711877940495,0.49638933258706375,True
Test 19,Faults,1,0.0998847307639282,,0.9988192371470663,,0.5140556219315427,2.3654670115832013,True,,0.7081634462363611,,,-0.4847636152155236,1,0.48594437806845725,1.4572932174895925,0.8080481770002893,0.48594437806845725,True
Test 20,Faults,1,-0.1601334303175455,,0.9723287168635047,,0.5198559374902287,2.5308316048446473,True,,0.9354897767132881,,,-0.452472779373276,1,0.48014406250977126,1.948352275405364,0.7753563463957427,0.48014406250977126,True
Test 21,Faults,1,0.3768808846261137,,1.0319010472628343,,0.5074351596856439,2.213572990983539,True,,0.4606316453937047,,,-0.5244658875771904,1,0.4925648403143561,0.9351695608231567,0.8375125300198184,0.4925648403143561,True
Test 22,Faults,1,-0.011093950286702623,,0.9936808350812671,,0.5099700149818941,2.346628061463432,True,,0.816887501953249,,,-0.48371082009937305,1,0.4900299850181059,1.6670153397308252,0.8057935516665464,0.4900299850181059,True
Test 23,Faults,1,-0.2646396496644323,,0.9815507181332125,,0.5191912575795176,2.5591964692885947,True,,1.0392084806532143,,,-0.4623594605536949,1,0.48080874242048244,2.161376008725718,0.7745688309887819,0.48080874242048244,True
