Name,Step No,Vpoc (pu),Vref (pu),Verr (pu),Qpoc (MVAr)
CSR_52513_VgridSteps_009p1_FL1068_X2R4.01518_P1_Q1_V1.0227,3,0.9716838808778375,1.0427,-0.07101611912216244,23.783520510654828
CSR_52513_VgridSteps_009p2_FL510_X2R4.20848_P1_Q1_V1.0227,1,1.0227678094999064,1.0427,-0.01993219050009354,23.691066821629054
CSR_52513_VgridSteps_009p2_FL510_X2R4.20848_P1_Q1_V1.0227,2,1.030645584326079,1.0427,-0.01205441567392107,14.293086778962445
CSR_52513_VgridSteps_009p2_FL510_X2R4.20848_P1_Q1_V1.0227,3,0.9717751510596918,1.0427,-0.07092484894030815,23.772599467266435
CSR_52513_VgridSteps_010p1_FL1068_X2R4.01518_P-1_Q1_V1.0227,1,1.02271215151075,1.0427,-0.01998784848924995,23.73744068979315
CSR_52513_VgridSteps_010p1_FL1068_X2R4.01518_P-1_Q1_V1.0227,2,1.0350245441745731,1.0427,-0.007675455825426836,9.093533430391702
CSR_52513_VgridSteps_010p1_FL1068_X2R4.01518_P-1_Q1_V1.0227,3,0.9715842773764961,1.0427,-0.07111572262350385,23.74201228893147
CSR_52513_VgridSteps_010p2_FL510_X2R4.20848_P-1_Q1_V1.0227,1,1.0219696357865482,1.0427,-0.020730364213451757,23.768462958204548
CSR_52513_VgridSteps_010p2_FL510_X2R4.20848_P-1_Q1_V1.0227,2,1.030548647926866,1.0427,-0.012151352073134003,14.3888971125952
CSR_52513_VgridSteps_010p2_FL510_X2R4.20848_P-1_Q1_V1.0227,3,0.9715087973528331,1.0427,-0.07119120264716683,23.76169070625276
CSR_52513_VgridSteps_011p1_FL1068_X2R4.01518_P1_Q-1_V1.0227,1,1.0227866280515203,1.0027,0.020086628051520394,-23.719073568207243
CSR_52513_VgridSteps_011p1_FL1068_X2R4.01518_P1_Q-1_V1.0227,2,1.0102003887504625,1.0027,0.00750038875046255,-8.900502262342798
CSR_52513_VgridSteps_011p1_FL1068_X2R4.01518_P1_Q-1_V1.0227,3,1.074798304851866,1.0027,0.07209830485186597,-22.816425324493277
CSR_52513_VgridSteps_011p2_FL510_X2R4.20848_P1_Q-1_V1.0227,1,1.0227108532196494,1.0027,0.02001085321964946,-23.732308710727555
CSR_52513_VgridSteps_011p2_FL510_X2R4.20848_P1_Q-1_V1.0227,2,1.014837212013141,1.0027,0.012137212013141108,-14.387613687721494
CSR_52513_VgridSteps_011p2_FL510_X2R4.20848_P1_Q-1_V1.0227,3,1.0737091626460888,1.0027,0.07100916264608892,-23.796243966732156
CSR_52513_VgridSteps_012p1_FL1068_X2R4.01518_P-1_Q-1_V1.0227,1,1.0228550807872945,1.0027,0.020155080787294555,-23.436596998817325
CSR_52513_VgridSteps_012p1_FL1068_X2R4.01518_P-1_Q-1_V1.0227,2,1.0101019701757836,1.0027,0.007401970175783701,-8.798157542044956
CSR_52513_VgridSteps_012p1_FL1068_X2R4.01518_P-1_Q-1_V1.0227,3,1.0736702712282935,1.0027,0.07097027122829358,-23.768520689950027
CSR_52513_VgridSteps_012p2_FL510_X2R4.20848_P-1_Q-1_V1.0227,1,1.0230071063256476,1.0027,0.020307106325647695,-23.4367686423814
CSR_52513_VgridSteps_012p2_FL510_X2R4.20848_P-1_Q-1_V1.0227,2,1.014735898794914,1.0027,0.012035898794914068,-14.284899248456679
CSR_52513_VgridSteps_012p2_FL510_X2R4.20848_P-1_Q-1_V1.0227,3,1.073349072863006,1.0027,0.07064907286300603,-23.811532246928994
