,Name,Fault Type,In-Fault Voltage Phase A (pu),In-Fault Voltage Phase B (pu),In-Fault Voltage Phase C (pu),In-Fault Max Phase Voltage (pu),In-Fault Min Phase Voltage (pu),Post-Fault Voltage Phase A (pu),Post-Fault Voltage Phase B (pu),Post-Fault Voltage Phase C (pu),Post-Fault Max Phase Voltage (pu),Post-Fault Min Phase Voltage (pu),Fault Level
27,CSR_5255_CSRBalancedFaults_064_FL3185_X2R11.24_P0.05_Q0_V1.06,3PhG,0.4715343846691265,0.47153541372305513,0.47156433850732193,9999,9999,1.0713662506283268,1.072172356908138,1.084356790240836,1.084356790240836,1.0713662506283268,3185.0
28,CSR_5255_CSRBalancedFaults_065_FL3185_X2R11.24_P0.05_Q-1_V1.06,3PhG,0.4872177451898553,0.4872181295824645,0.4872446248619407,9999,9999,1.0697635249909496,1.0700823962834771,1.0855308040412144,1.0855308040412144,1.0697635249909496,3185.0
29,CSR_5255_CSRBalancedFaults_066_FL3185_X2R11.24_P0.05_Q1_V1.06,3PhG,0.456574830160213,0.4565770415082025,0.45660678903649804,9999,9999,1.060795254763381,1.0673085874901183,1.0738220922943364,1.0738220922943364,1.060795254763381,3185.0
30,CSR_5255_CSRBalancedFaults_067_FL3185_X2R11.24_P-1_Q0_V1.06,3PhG,0.47592207243553347,0.4759337321415195,0.4759659836918689,9999,9999,1.0831789011487913,1.085237487337217,1.0940625014226353,1.0940625014226353,1.0831789011487913,3185.0
31,CSR_5255_CSRBalancedFaults_068_FL3185_X2R11.24_P-1_Q-1_V1.06,3PhG,0.49081756958742684,0.490836629653821,0.4908679968085743,9999,9999,1.0817383624180041,1.08191809333706,1.0972417214881087,1.0972417214881087,1.0817383624180041,3185.0
32,CSR_5255_CSRBalancedFaults_069_FL3185_X2R11.24_P-1_Q1_V1.06,3PhG,0.46113665668047593,0.461145759697915,0.46117772775292065,9999,9999,1.0740654819766797,1.0790141325933085,1.0837345670509344,1.0837345670509344,1.0740654819766797,3185.0
33,CSR_5255_CSRBalancedFaults_070_FL3185_X2R11.24_P-0.05_Q0_V1.06,3PhG,0.471803996759124,0.47180609310676785,0.471834877280657,9999,9999,1.0712936307573684,1.0726713608136045,1.0842437738064319,1.0842437738064319,1.0712936307573684,3185.0
34,CSR_5255_CSRBalancedFaults_071_FL3185_X2R11.24_P-0.05_Q-1_V1.06,3PhG,0.4875293585541974,0.48753093486973176,0.487558779256349,9999,9999,1.0699389340038157,1.0701674456307841,1.0856622471947195,1.0856622471947195,1.0699389340038157,3185.0
35,CSR_5255_CSRBalancedFaults_072_FL3185_X2R11.24_P-0.05_Q1_V1.06,3PhG,0.45688167278156105,0.4568839795156481,0.45691376576663284,9999,9999,1.0609445643670732,1.0673925054320281,1.0743375689464425,1.0743375689464425,1.0609445643670732,3185.0
36,CSR_5255_CSRBalancedFaults_085_FL3185_X2R11.24_P1_Q0_V1.06,3PhG,0.7875049191034835,0.7875056711694892,0.7875595143004643,9999,9999,1.0611996563184967,1.0617941380438094,1.064852723895017,1.064852723895017,1.0611996563184967,3185.0
37,CSR_5255_CSRBalancedFaults_086_FL3185_X2R11.24_P1_Q-1_V1.06,3PhG,0.7916475646967901,0.7916779156737116,0.7917206764264598,9999,9999,1.061018182901598,1.0610073884411917,1.0610952600485735,1.0610952600485735,1.0610073884411917,3185.0
38,CSR_5255_CSRBalancedFaults_087_FL3185_X2R11.24_P1_Q1_V1.06,3PhG,0.7921166602232617,0.7921515355492196,0.7922054036332531,9999,9999,1.0658137507335248,1.0679887905159984,1.0673873008701635,1.0679887905159984,1.0658137507335248,3185.0
39,CSR_5255_CSRBalancedFaults_088_FL3185_X2R11.24_P0.05_Q0_V1.06,3PhG,0.7919683094023129,0.7919766121296264,0.7920280009552692,9999,9999,1.0609620282787668,1.0599537325237574,1.0661018952400796,1.0661018952400796,1.0599537325237574,3185.0
40,CSR_5255_CSRBalancedFaults_089_FL3185_X2R11.24_P0.05_Q-1_V1.06,3PhG,0.7961025434461615,0.7961105048679575,0.7961627270823156,9999,9999,1.060779378830567,1.0607833740072465,1.0630052607337492,1.0630052607337492,1.060779378830567,3185.0
41,CSR_5255_CSRBalancedFaults_090_FL3185_X2R11.24_P0.05_Q1_V1.06,3PhG,0.7889978295168942,0.7890066736703241,0.7890581673502312,9999,9999,1.0605525238666447,1.0610947775025463,1.0660328945102853,1.0660328945102853,1.0605525238666447,3185.0
42,CSR_5255_CSRBalancedFaults_091_FL3185_X2R11.24_P-1_Q0_V1.06,3PhG,0.7855747486900343,0.7855892070215884,0.7856267599444239,9999,9999,1.0612332720996887,1.0612713188502836,1.0612850811163916,1.0612850811163916,1.0612332720996887,3185.0
43,CSR_5255_CSRBalancedFaults_092_FL3185_X2R11.24_P-1_Q-1_V1.06,3PhG,0.7877661163476757,0.7877712735919695,0.7877890709523548,9999,9999,1.0605583903345757,1.0605773908577056,1.0606534321229508,1.0606534321229508,1.0605583903345757,3185.0
44,CSR_5255_CSRBalancedFaults_093_FL3185_X2R11.24_P-1_Q1_V1.06,3PhG,0.7932513568011933,0.7932607115098145,0.7933018956336925,9999,9999,1.0666373842092358,1.0667097400231411,1.0693187763386716,1.0693187763386716,1.0666373842092358,3185.0
45,CSR_5255_CSRBalancedFaults_094_FL3185_X2R11.24_P-0.05_Q0_V1.06,3PhG,0.7917450943261248,0.7917520636235851,0.7918024224825408,9999,9999,1.059898259290653,1.0605906760304746,1.0659627875570061,1.0659627875570061,1.059898259290653,3185.0
46,CSR_5255_CSRBalancedFaults_095_FL3185_X2R11.24_P-0.05_Q-1_V1.06,3PhG,0.7959503052981646,0.7959584418086376,0.7960083717055212,9999,9999,1.0607950958851924,1.0608011698527915,1.064102054567709,1.064102054567709,1.0607950958851924,3185.0
47,CSR_5255_CSRBalancedFaults_096_FL3185_X2R11.24_P-0.05_Q1_V1.06,3PhG,0.7887857199427171,0.7887917932975081,0.7888422455923719,9999,9999,1.0600376353507965,1.0615765520683988,1.065326319310541,1.065326319310541,1.0600376353507965,3185.0
48,CSR_5255_CSRUnbalancedFaults_013_FL3185_X2R11.24_P1_Q0_V1.06,2PhG,0.0013305382855687104,0.0013441600716869503,0.9126341431654389,0.9126341431654389,0.9126341431654389,1.0756205868652748,1.076035039893619,1.071996652317165,1.076035039893619,1.071996652317165,3185.0
49,CSR_5255_CSRUnbalancedFaults_014_FL3185_X2R11.24_P1_Q-1_V1.06,2PhG,0.0013820748071250513,0.001396384058911271,0.918298519992916,0.918298519992916,0.918298519992916,1.074124479405851,1.0769503909811922,1.071849536225637,1.0769503909811922,1.071849536225637,3185.0
50,CSR_5255_CSRUnbalancedFaults_015_FL3185_X2R11.24_P1_Q1_V1.06,2PhG,0.0012877349088338678,0.001301012722218479,0.8982484485635502,0.8982484485635502,0.8982484485635502,1.0695378728977094,1.068664696170516,1.068409403161619,1.0695378728977094,1.068409403161619,3185.0
51,CSR_5255_CSRUnbalancedFaults_016_FL3185_X2R11.24_P0.05_Q0_V1.06,2PhG,0.0013376397019616419,0.0013512848991932295,0.9100245141934427,0.9100245141934427,0.9100245141934427,1.069382442820782,1.0719374816358642,1.0641819929286598,1.0719374816358642,1.0641819929286598,3185.0
52,CSR_5255_CSRUnbalancedFaults_017_FL3185_X2R11.24_P0.05_Q-1_V1.06,2PhG,0.0013892062847600812,0.0014035355348756494,0.9146577772351266,0.9146577772351266,0.9146577772351266,1.0672814089592126,1.0674688754244748,1.0677277239941223,1.0677277239941223,1.0672814089592126,3185.0
53,CSR_5255_CSRUnbalancedFaults_018_FL3185_X2R11.24_P0.05_Q1_V1.06,2PhG,0.0012910651548312814,0.0013042103518247877,0.8992671637081776,0.8992671637081776,0.8992671637081776,1.06334120698578,1.062238325984759,1.0600763607327814,1.06334120698578,1.0600763607327814,3185.0
54,CSR_5255_CSRUnbalancedFaults_019_FL3185_X2R11.24_P-1_Q0_V1.06,2PhG,0.0013502911308186831,0.0013641028444862854,0.9196571798458831,0.9196571798458831,0.9196571798458831,1.082219758907651,1.0858206076270898,1.0767556772058038,1.0858206076270898,1.0767556772058038,3185.0
55,CSR_5255_CSRUnbalancedFaults_020_FL3185_X2R11.24_P-1_Q-1_V1.06,2PhG,0.0013971874293396435,0.0014114941888738958,0.9275256737009162,0.9275256737009162,0.9275256737009162,1.0761088959903813,1.0804517342433244,1.076911868253201,1.0804517342433244,1.0761088959903813,3185.0
56,CSR_5255_CSRUnbalancedFaults_021_FL3185_X2R11.24_P-1_Q1_V1.06,2PhG,0.001304019423932705,0.0013173234099436732,0.9091437723125328,0.9091437723125328,0.9091437723125328,1.0770271390499495,1.07465782944205,1.0751439551051463,1.0770271390499495,1.07465782944205,3185.0
57,CSR_5255_CSRUnbalancedFaults_022_FL3185_X2R11.24_P-0.05_Q0_V1.06,2PhG,0.00133836318238016,0.0013520107219408088,0.9104872786155507,0.9104872786155507,0.9104872786155507,1.069462057745491,1.0723764641538525,1.0645890439363732,1.0723764641538525,1.0645890439363732,3185.0
58,CSR_5255_CSRUnbalancedFaults_023_FL3185_X2R11.24_P-0.05_Q-1_V1.06,2PhG,0.0013900407333460492,0.0014043734976853938,0.9151561481375357,0.9151561481375357,0.9151561481375357,1.067570688762218,1.0677364065042994,1.0677862818495834,1.0677862818495834,1.067570688762218,3185.0
59,CSR_5255_CSRUnbalancedFaults_024_FL3185_X2R11.24_P-0.05_Q1_V1.06,2PhG,0.001291950559440346,0.0013051013217484765,0.8998512445966533,0.8998512445966533,0.8998512445966533,1.0638998875845216,1.0630159330135025,1.060136268245657,1.0638998875845216,1.060136268245657,3185.0
60,CSR_5255_CSRUnbalancedFaults_037_FL3185_X2R11.24_P1_Q0_V1.06,2PhG,0.2503525787398144,0.2520517795775561,0.9624796167373325,0.9624796167373325,0.9624796167373325,1.072713748054263,1.0866551815964878,1.0796669476642393,1.0866551815964878,1.072713748054263,3185.0
61,CSR_5255_CSRUnbalancedFaults_038_FL3185_X2R11.24_P1_Q-1_V1.06,2PhG,0.2592872328490617,0.26103391047083846,0.9710633443471137,0.9710633443471137,0.9710633443471137,1.0832387790579905,1.094548525551487,1.0750106359253633,1.094548525551487,1.0750106359253633,3185.0
62,CSR_5255_CSRUnbalancedFaults_039_FL3185_X2R11.24_P1_Q1_V1.06,2PhG,0.24260676457334893,0.24428835537330562,0.9466323421863473,0.9466323421863473,0.9466323421863473,1.0688407521790315,1.069457952831019,1.0705786232972476,1.0705786232972476,1.0688407521790315,3185.0
63,CSR_5255_CSRUnbalancedFaults_040_FL3185_X2R11.24_P0.05_Q0_V1.06,2PhG,0.25155353305813405,0.2532494875561764,0.9603266546629402,0.9603266546629402,0.9603266546629402,1.0647455338181013,1.0842910414684253,1.072864358409578,1.0842910414684253,1.0647455338181013,3185.0
64,CSR_5255_CSRUnbalancedFaults_041_FL3185_X2R11.24_P0.05_Q-1_V1.06,2PhG,0.26040852133793435,0.26215552716531143,0.967543617201171,0.967543617201171,0.967543617201171,1.0774244505879487,1.0798165339523262,1.0676173308002375,1.0798165339523262,1.0676173308002375,3185.0
65,CSR_5255_CSRUnbalancedFaults_042_FL3185_X2R11.24_P0.05_Q1_V1.06,2PhG,0.24327498414991042,0.2449397642775313,0.9474059782457616,0.9474059782457616,0.9474059782457616,1.0612655010340448,1.0608837295279772,1.0626169887638313,1.0626169887638313,1.0608837295279772,3185.0
66,CSR_5255_CSRUnbalancedFaults_043_FL3185_X2R11.24_P-1_Q0_V1.06,2PhG,0.25398431093284674,0.25570642351052214,0.970902616028163,0.970902616028163,0.970902616028163,1.078534374482988,1.0931539877385998,1.0837161434201157,1.0931539877385998,1.078534374482988,3185.0
67,CSR_5255_CSRUnbalancedFaults_044_FL3185_X2R11.24_P-1_Q-1_V1.06,2PhG,0.2621210425844672,0.26387970429362684,0.9801226865222563,0.9801226865222563,0.9801226865222563,1.0866145234002702,1.1000993489542708,1.0769016350055478,1.1000993489542708,1.0769016350055478,3185.0
68,CSR_5255_CSRUnbalancedFaults_045_FL3185_X2R11.24_P-1_Q1_V1.06,2PhG,0.24576348901958361,0.24745557015874856,0.9581051781858677,0.9581051781858677,0.9581051781858677,1.075274064750332,1.075607147201745,1.0750848900060748,1.075607147201745,1.0750848900060748,3185.0
69,CSR_5255_CSRUnbalancedFaults_046_FL3185_X2R11.24_P-0.05_Q0_V1.06,2PhG,0.25169242418012966,0.25338858681492343,0.9607963035213352,0.9607963035213352,0.9607963035213352,1.0650144120967033,1.0845799572933918,1.072783391592794,1.0845799572933918,1.0650144120967033,3185.0
70,CSR_5255_CSRUnbalancedFaults_047_FL3185_X2R11.24_P-0.05_Q-1_V1.06,2PhG,0.26056338929288675,0.26231088630813065,0.9680236815628637,0.9680236815628637,0.9680236815628637,1.0772690685133934,1.0800704956446616,1.0677708846311182,1.0800704956446616,1.0677708846311182,3185.0
71,CSR_5255_CSRUnbalancedFaults_048_FL3185_X2R11.24_P-0.05_Q1_V1.06,2PhG,0.2434388874396539,0.24510441546137277,0.9479991495492852,0.9479991495492852,0.9479991495492852,1.061437293488181,1.0610940347109663,1.0629800982609752,1.0629800982609752,1.0610940347109663,3185.0
72,CSR_5255_CSRUnbalancedFaults_061_FL3185_X2R11.24_P1_Q0_V1.06,1PhG,0.6115268219731762,1.0363520214288238,1.032620205473126,1.0363520214288238,1.032620205473126,1.0612915433127081,1.0612733727828685,1.061368316848368,1.061368316848368,1.0612733727828685,3185.0
73,CSR_5255_CSRUnbalancedFaults_062_FL3185_X2R11.24_P1_Q-1_V1.06,1PhG,0.6174345310242804,1.0342161341444878,1.0305033087320303,1.0342161341444878,1.0305033087320303,1.0733422709706628,1.0733027706950826,1.0734354095729477,1.0734354095729477,1.0733027706950826,3185.0
74,CSR_5255_CSRUnbalancedFaults_063_FL3185_X2R11.24_P1_Q1_V1.06,1PhG,0.605010102602692,1.0315499185713233,1.027766681780643,1.0315499185713233,1.027766681780643,1.0612961033440473,1.0612787009427986,1.0613733033105062,1.0613733033105062,1.0612787009427986,3185.0
75,CSR_5255_CSRUnbalancedFaults_064_FL3185_X2R11.24_P0.05_Q0_V1.06,1PhG,0.612174316858136,1.0324446238986253,1.0298598051227539,1.0324446238986253,1.0298598051227539,1.061435588427648,1.061436314116549,1.0615204997455545,1.0615204997455545,1.061435588427648,3185.0
76,CSR_5255_CSRUnbalancedFaults_065_FL3185_X2R11.24_P0.05_Q-1_V1.06,1PhG,0.6209414788899238,1.0347183227829333,1.032176501528337,1.0347183227829333,1.032176501528337,1.071093453420646,1.0710820645362056,1.0712008787772516,1.0712008787772516,1.0710820645362056,3185.0
77,CSR_5255_CSRUnbalancedFaults_066_FL3185_X2R11.24_P0.05_Q1_V1.06,1PhG,0.6044960535319569,1.0300440106325683,1.0263706795569996,1.0300440106325683,1.0263706795569996,1.0598428396427144,1.0598491621181048,1.0599265369085666,1.0599265369085666,1.0598428396427144,3185.0
78,CSR_5255_CSRUnbalancedFaults_067_FL3185_X2R11.24_P-1_Q0_V1.06,1PhG,0.6126582419022822,1.0352415873175362,1.0315446314891537,1.0352415873175362,1.0315446314891537,1.068869135101741,1.0607849480286975,1.0608634195565712,1.068869135101741,1.0607849480286975,3185.0
79,CSR_5255_CSRUnbalancedFaults_068_FL3185_X2R11.24_P-1_Q-1_V1.06,1PhG,0.6177094822630561,1.0325518697938318,1.029982422406916,1.0325518697938318,1.029982422406916,1.071182444587377,1.0712104797289894,1.0713252884653985,1.0713252884653985,1.071182444587377,3185.0
80,CSR_5255_CSRUnbalancedFaults_069_FL3185_X2R11.24_P-1_Q1_V1.06,1PhG,0.0013875842965106382,1.0082784129216582,0.9983410856724734,1.0082784129216582,0.9983410856724734,1.075836716205722,1.0759965747773184,1.074896009893407,1.0759965747773184,1.074896009893407,3185.0
81,CSR_5255_CSRUnbalancedFaults_070_FL3185_X2R11.24_P-0.05_Q0_V1.06,1PhG,0.00142863678068241,1.0103913947199739,1.0005192484161751,1.0103913947199739,1.0005192484161751,1.066068000027505,1.0678056049342808,1.0758017580596875,1.0758017580596875,1.066068000027505,3185.0
82,CSR_5255_CSRUnbalancedFaults_071_FL3185_X2R11.24_P-0.05_Q-1_V1.06,1PhG,0.001489480889574614,1.0190475025867445,1.0090407522384086,1.0190475025867445,1.0090407522384086,1.0903696834985166,1.0679406409154426,1.0744171700620857,1.0903696834985166,1.0679406409154426,3185.0
83,CSR_5255_CSRUnbalancedFaults_072_FL3185_X2R11.24_P-0.05_Q1_V1.06,1PhG,0.001374752709488573,0.9969922642369494,0.9872247964655934,0.9969922642369494,0.9872247964655934,1.0606878674803641,1.0605121934752593,1.0636090212497713,1.0636090212497713,1.0605121934752593,3185.0
84,CSR_5255_CSRUnbalancedFaults_085_FL3185_X2R11.24_P1_Q0_V1.06,1PhG,0.6115268219731762,1.0363520214288238,1.032620205473126,1.0363520214288238,1.032620205473126,1.0612915433127081,1.0612733727828685,1.061368316848368,1.061368316848368,1.0612733727828685,3185.0
85,CSR_5255_CSRUnbalancedFaults_086_FL3185_X2R11.24_P1_Q-1_V1.06,1PhG,0.6174345310242804,1.0342161341444878,1.0305033087320303,1.0342161341444878,1.0305033087320303,1.0733422709706628,1.0733027706950826,1.0734354095729477,1.0734354095729477,1.0733027706950826,3185.0
86,CSR_5255_CSRUnbalancedFaults_087_FL3185_X2R11.24_P1_Q1_V1.06,1PhG,0.605010102602692,1.0315499185713233,1.027766681780643,1.0315499185713233,1.027766681780643,1.0612961033440473,1.0612787009427986,1.0613733033105062,1.0613733033105062,1.0612787009427986,3185.0
87,CSR_5255_CSRUnbalancedFaults_088_FL3185_X2R11.24_P0.05_Q0_V1.06,1PhG,0.612174316858136,1.0324446238986253,1.0298598051227539,1.0324446238986253,1.0298598051227539,1.061435588427648,1.061436314116549,1.0615204997455545,1.0615204997455545,1.061435588427648,3185.0
88,CSR_5255_CSRUnbalancedFaults_089_FL3185_X2R11.24_P0.05_Q-1_V1.06,1PhG,0.6209414788899238,1.0347183227829333,1.032176501528337,1.0347183227829333,1.032176501528337,1.071093453420646,1.0710820645362056,1.0712008787772516,1.0712008787772516,1.0710820645362056,3185.0
89,CSR_5255_CSRUnbalancedFaults_090_FL3185_X2R11.24_P0.05_Q1_V1.06,1PhG,0.6044960535319569,1.0300440106325683,1.0263706795569996,1.0300440106325683,1.0263706795569996,1.0598428396427144,1.0598491621181048,1.0599265369085666,1.0599265369085666,1.0598428396427144,3185.0
90,CSR_5255_CSRUnbalancedFaults_091_FL3185_X2R11.24_P-1_Q0_V1.06,1PhG,0.6126582419022822,1.0352415873175362,1.0315446314891537,1.0352415873175362,1.0315446314891537,1.068869135101741,1.0607849480286975,1.0608634195565712,1.068869135101741,1.0607849480286975,3185.0
91,CSR_5255_CSRUnbalancedFaults_092_FL3185_X2R11.24_P-1_Q-1_V1.06,1PhG,0.6177094822630561,1.0325518697938318,1.029982422406916,1.0325518697938318,1.029982422406916,1.071182444587377,1.0712104797289894,1.0713252884653985,1.0713252884653985,1.071182444587377,3185.0
92,CSR_5255_CSRUnbalancedFaults_093_FL3185_X2R11.24_P-1_Q1_V1.06,1PhG,0.6061343436654708,1.0328047789045662,1.0287112363951985,1.0328047789045662,1.0287112363951985,1.063325930634845,1.0600294946977387,1.060104297676187,1.063325930634845,1.0600294946977387,3185.0
93,CSR_5255_CSRUnbalancedFaults_094_FL3185_X2R11.24_P-0.05_Q0_V1.06,1PhG,0.612096733799514,1.0323139509624633,1.029727609934672,1.0323139509624633,1.029727609934672,1.061369409201308,1.0613746481997288,1.0614583500987813,1.0614583500987813,1.061369409201308,3185.0
94,CSR_5255_CSRUnbalancedFaults_095_FL3185_X2R11.24_P-0.05_Q-1_V1.06,1PhG,0.6209831537601709,1.0347889705956272,1.0322424864332482,1.0347889705956272,1.0322424864332482,1.0709780575720105,1.0709723894319858,1.0710883755184601,1.0710883755184601,1.0709723894319858,3185.0
95,CSR_5255_CSRUnbalancedFaults_096_FL3185_X2R11.24_P-0.05_Q1_V1.06,1PhG,0.6045193367042727,1.030069982666689,1.0264054931023543,1.030069982666689,1.0264054931023543,1.059838924375492,1.0598465940667101,1.0599229035795996,1.0599229035795996,1.059838924375492,3185.0
