Name,Study Type,Fault No,Initial pos seq iq (pu),Initial neg seq iq (pu),Initial V (pu),Last iq (pu),Last V (pu),Last Saturation Point Current (pu),Saturated,Grouped By,Delta iq pos seq (pu),Delta iq neg seq (pu),ABS(Delta neq2pos seq iq),Delta V (pu),Excluded By Voltage Range,Last pos seq iq (pu),Included By Voltage Range
DMAT_SummerHi_001,Faults,1,-0.11186781992897464,,1.0768702030181885,,0.9581090807914734,0.9087055933231475,False,,0.1379544039881301,,,-0.11876112222671509,,0.02608658405915547,True
DMAT_SummerHi_002,Faults,1,-0.11184503186760707,,1.0768710374832153,,0.4456477165222168,1.273573017842888,True,,1.077721678809973,,,-0.6312233209609985,,0.9658766469423661,True
DMAT_SummerHi_003,Faults,1,-0.11185016355717496,,1.0768710374832153,,0.9440752267837524,0.9171693132093199,False,,0.1593046466399229,,,-0.1327958106994629,,0.04745448308274793,True
DMAT_SummerHi_004,Faults,1,-0.11184398964483729,,1.0768707990646362,,0.6071555018424988,0.17644088447688286,False,,0.1373248053623132,,,-0.46971529722213745,,0.025480815717475912,True
DMAT_SummerHi_005,Faults,1,-0.11184608869080521,,1.0768710374832153,,0.680387556552887,0.875582876218485,False,,0.5071673338036954,,,-0.39648348093032837,,0.39532124511289013,True
DMAT_SummerHi_006,Faults,1,-0.1118500323925254,,1.0768704414367676,,0.6700496077537537,1.0473100487090878,True,,0.48127000665884667,,,-0.4068208336830139,,0.3694199742663213,True
DMAT_SummerHi_007,Faults,1,-0.1118680123799791,,1.0768718719482422,,0.8130407333374023,0.9434422425978511,False,,0.1372966351084265,,,-0.26383113861083984,,0.025428622728447394,True
DMAT_SummerHi_008,Faults,1,-0.11186722198509819,,1.0768717527389526,,1.1702067852020264,0.5220083574113463,False,,-0.0033528002408127477,,,0.09333503246307373,,-0.11522002222591093,False
DMAT_SummerHi_009,Faults,1,-0.11185095429705263,,1.0768722295761108,,1.1335173845291138,0.8461471015765435,False,,-0.07105618692338866,,,0.05664515495300293,,-0.1829071412204413,False
DMAT_SummerHi_010,Faults,1,-0.1118439489977822,,1.0768707990646362,,0.749108612537384,0.9859779503401898,False,,0.36428453977636616,,,-0.3277621865272522,,0.25244059077858394,True
DMAT_SummerHi_011,Faults,1,-0.11186818512979109,,1.0768718719482422,,0.5176539421081543,1.2602650744350306,True,,0.8939210429016149,,,-0.5592179298400879,,0.7820528577718238,True
DMAT_SummerHi_012,Faults,1,-0.11184610235562639,,1.076871395111084,,1.0946686267852783,0.578920398396648,False,,-0.01231360382857534,,,0.017797231674194336,,-0.12415970618420173,False
DMAT_SummerHi_013,Faults,1,-0.11185094063385337,,1.0768718719482422,,0.73368239402771,0.9875800222264729,False,,0.32203593183591794,,,-0.3431894779205322,,0.2101849912020646,True
DMAT_SummerHi_014,Faults,1,-0.11185152173195884,,1.0768706798553467,,0.7981153130531311,0.869473967565525,False,,-0.00012870247119280143,,,-0.2787553668022156,,-0.11198022420315164,True
DMAT_SummerHi_015,Faults,1,-0.11185165383490248,,1.0768706798553467,,0.8499263525009155,0.17712699180310446,False,,0.1411834219980656,,,-0.22694432735443115,,0.029331768163163123,True
DMAT_SummerHi_016,Faults,1,-0.11185013179018227,,1.0768705606460571,,0.40252283215522766,1.272768300968101,True,,1.0782985999933865,,,-0.6743477284908295,,0.9664484682032043,True
DMAT_SummerHi_017,Faults,1,-0.11186709749565116,,1.0768707990646362,,0.696445643901825,0.8681681931359496,False,,-0.06091108017122612,,,-0.3804251551628113,,-0.17277817766687728,True
DMAT_SummerHi_018,Faults,1,-0.11185013179018227,,1.0768705606460571,,0.9573714137077332,0.17762591096475402,False,,0.14391999799067012,,,-0.11949914693832397,,0.03206986620048784,True
DMAT_SummerHi_019,Faults,1,-0.11184437929549321,,1.0768711566925049,,0.34218958020210266,1.2715278079700243,True,,1.0751394756006438,,,-0.7346815764904022,,0.9632950963051506,False
DMAT_SummerHi_021,Faults,1,-0.11185051349717788,,1.0768707990646362,,1.130218267440796,0.8969073445179432,False,,0.07063079365583982,,,0.05334746837615967,,-0.041219719841338064,False
DMAT_SummerHi_022,Faults,1,-0.11184469080653744,,1.0768707990646362,,1.067609429359436,0.8755225076417675,False,,0.11931580953045144,,,-0.009261369705200195,,0.007471118723913993,False
DMAT_SummerHi_023,Faults,1,-0.11184588136412676,,1.0768723487854004,,0.7379943132400513,0.9807170555947193,False,,0.3172437760719491,,,-0.3388780355453491,,0.20539789470782233,True
DMAT_SummerHi_035,Faults,1,-0.11186598669455013,,1.0768715143203735,,0.50969398021698,1.2603394780442887,True,,0.9261156262248592,,,-0.5671775341033936,,0.814249639530309,True
DMAT_SummerHi_036,Faults,1,-0.11186598669455013,,1.0768715143203735,,0.429877907037735,0.8747858574371192,False,,0.3110458677871553,,,-0.6469936072826385,,0.19917988109260518,True
DMAT_SummerHi_037,Faults,1,-0.11186598669455013,,1.0768715143203735,,0.32414868474006653,1.271159918279992,True,,1.074391016108485,,,-0.752722829580307,,0.9625250294139349,False
DMAT_SummerHi_039,Faults,1,-0.11186598669455013,,1.0768715143203735,,0.5184140205383301,0.8740227386670295,False,,0.23886550665030237,,,-0.5584574937820435,,0.12699951995575223,True
CSR_5.5_TOV_001_FL2039.54_X2R5.62588_P1_Q-0.427341772151899_V1.077,TOV,1,-0.11168736412744501,,1.076892375946045,,1.1084890365600586,0.8709179720553653,False,,-0.002843710617959405,,,0.03159666061401367,,-0.11453107474540442,False
